Name,City,State
"Kerala Government Polytechnic College, Kozhikode",Kozhikode,Kerala
"Bengal College of Engineering, Durgapur",Durgapur,West Bengal
"Rajarshi Rananjay Singh Institute of Management and Technology, Amethi",Amethi,Uttar Pradesh
"Engineering College Nowgong, Chhatarpur",Chhatarpur,Madhya Pradesh
"ICFAI University, Jaipur",Jaipur,Rajasthan
"Assam Science and Technology University, Guwahati",Guwahati,Assam
"Suryodaya College of Engineering and Technology, Nagpur",Vhirgaon,Maharashtra
"Institute of Technology, Korba",Jhagarha,Chhattisgarh
"Universal College of Engineering and Research, Pune",Shindevadi,Maharashtra
"SriGuru Institute of Technology, Coimbatore",Coimbatore,Tamil Nadu
"SR Group of Institutions, Jhansi",Jhansi,Uttar Pradesh
"Sivaji College of Engineering and Technology, Kanyakumari",Edaicode,Tamil Nadu
"Aakar Academy of Architecture, Bangalore",Nagareshwara - Nagenahalli,Karnataka
"Perunthalaivar Kamarajar Institute of Engineering and Technology, Karaikal",Nedungadu,Puducherry
"PSV College of Engineering and Technology, Krishnagiri",Elathagiri,Tamil Nadu
"Seacom Engineering College, Howrah",Jala Dhulagiri,West Bengal
"SECAB Institute of Engineering and Technology, Bijapur",Vijayapura,Karnataka
"RKDF College of Technology and Research, Bhopal",Bhopal,Madhya Pradesh
"Satya Institute of Technology and Management, Vizianagaram",Vizianagaram,Andhra Pradesh
"Shri Ram Group of Institutions Integrated Campus, Jabalpur",Jabalpur,Madhya Pradesh
"Millennium Institute of Technology, Bhopal",Bhopal,Madhya Pradesh
"PA Aziz College of Engineering and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala
"Universal College of Engineering and Technology, Vallioor",Therkku Valliyoor,Tamil Nadu
"College of Engineering, Aranmula",Kidangannoor,Kerala
"Government Autonomous College, Rourkela",Rourkela,Odisha
"Thejus College of Architecture, Thrissur",Erumapetty,Kerala
"Allahabad College of Engineering and Management, Kaushambi",Amaon,Uttar Pradesh
"Vivekanand Polytechnic, Sitasaongi",Sitasaongi,Maharashtra
"Shri Sureshchandra Dhariwal Polytechnic, Jalgaon",Mumbai,Maharashtra
"Government Polytechnic, Kullu",Biasar,Himachal Pradesh
"Government Polytechnic, Bahraich",Bahraich,Uttar Pradesh
"R and D Centre For Bicycle and Sewing Machine, Ludhiana",Ludhiana,Punjab
"JKP Polytechnic, Sonepat",Sonipat,Haryana
"Desh Bhagat Polytechnic College, Dhuri",Bardwal,Punjab
"Gobindapur Sephali Memorial Polytechnic, Gobindapur",Burdwan,West Bengal
"Sri Sakthi Polytechnic College, Chengam",Se.Nachipattu,Tamil Nadu
"Thevanesam Erudhaya Ammal Polytechnic College, Vilathikulam",Thoothukudi,Tamil Nadu
"Nikam Institute of Technology Polytechnic, Dhule",Dhule,Maharashtra
"Vijay Pratap Institute of Technology, Jaunpur",Jaunpur,Uttar Pradesh
"Loknete Gopalraoji Gulve Polytechnic, Nashik",Vilholi,Maharashtra
"Smt Fulehra Smarak College of Polytechnic, Ballia",Rasra,Uttar Pradesh
"Shree Vidyadhiraj Polytechnic, Kumta",Kumta,Karnataka
"Sri Ranganathar Institute of Polytechnic College, Coimbatore",Coimbatore,Tamil Nadu
"Theni Kammavar Sangam Polytechnic College, Theni",Koduvilarpatti,Tamil Nadu
"Durgapur Institute of Polytechnic, Durgapur",Durgapur,West Bengal
"Apurva Polytechnic, Selu",Selu,Maharashtra
"Jaihind Polytechnic, Pune",Pune,Maharashtra
"Siddharth Polytechnic, Jath",Jath,Maharashtra
"Government Polytechnic, Addanki",Addanki,Andhra Pradesh
"Tatyasaheb Kore Institute of Engineering and Technology Polytechnic, Warananagar",Warananagar,Maharashtra
"Atmiya University, Rajkot",Rajkot,Gujarat
"Chandil Polytechnic, Chandil",Chandil,Jharkhand
"Government Polytechnic Kotwan, Mathura",Kotwan,Uttar Pradesh
"West Bengal Survey Institute, Hooghly",Hooghly,West Bengal
"Government Polytechnic, Balangir",Balangir,Odisha
"Government Polytechnic, Nawada",Nawada,Bihar
"Institute of Engineering, Jiwaji University, Gwalior",Gwalior,Madhya Pradesh
"Adamas Institute of Technology, North 24 Parganas",Kolkata,West Bengal
"Anwarul-Uloom College of Engineering and Technology, Vikarabad",Rangareddy,Telangana
"Balaji Institute of Technology and Science, Narsampet",Laknepally,Telangana
"Brilliant Grammar School Educational Society's Group of Institutions, Ranga Reddy",Hyderabad,Telangana
"Heera College of Engineering and Technology, Thiruvananthapuram",Panavoor,Kerala
"Guru Premsukh Memorial College of Engineering, Delhi",New Delhi,Delhi
"Chebrolu Engineering College, Guntur",Guntur,Andhra Pradesh
"Gharda Institute of Technology, Ratnagiri",Ratnagiri,Maharashtra
"Geeta Institute of Management and Technology, Kurukshetra",Kanipla,Haryana
"Datta Meghe Institute of Engineering Technology and Research, Wardha",Wardha,Maharashtra
"College of Engineering, Poonjar",Poonjar,Kerala
"Sri Venkateswara Engineering College, Suryapet",Suryapet,Telangana
"Terna Charitable Trust's College of Engineering, Osmanabad",Osmanabad,Maharashtra
"IES College of Architecture, Thrissur",Chitilappilly,Kerala
"SAL Institute of Engineering, Ahmedabad",Ahmedabad,Gujarat
"Avanthi Institute of Engineering and Technology, Bhogapuram",Kotabhogapuram,Andhra Pradesh
"Narayana Engineering College, Gudur",Gudur,Andhra Pradesh
"Himgiri Zee University, Dehradun",Sherpur,Uttarakhand
"KMM Institute of Technology and Science, Tirupati",Tirupati,Andhra Pradesh
"Xavier University, Bhubaneswar",Bhubaneswar,Odisha
"NBN Sinhgad School of Engineering, Ambegaon",Pune,Maharashtra
"CT Institute of Technology, Jalandhar",Jalandhar,Punjab
"Aryabhatta College of Engineering and Research Centre, Ajmer",Ajmer,Rajasthan
"Trinity College of Engineering and Technology, Peddapalli",Peddapalli,Telangana
"Thejus Engineering College, Thrissur",Vellarakkad,Kerala
"Bimla Devi Educational Societys Group of Institutions, JB Knowledge Park, Faridabad",Faridabad,Haryana
"VSM College of Engineering, Ramachandrapuram",Ramachandrapuram,Andhra Pradesh
"VRS College of Engineering and Technology, Villupuram",Arasur,Tamil Nadu
"St Wilfred's Institute of Technology, Mumbai",Vichumbe,Maharashtra
"Sri Venkateswara College of Engineering and Technology, Thiruvallur",Palliaraikuppam,Tamil Nadu
"Vikash Institute of Technology, Bargarh",Bargarh,Odisha
"Silicon Institute of Technology, Sambalpur",Sambalpur,Odisha
"Sree Buddha College of Engineering, Pathanamthitta",Muttathukonam,Kerala
"Sir CV Raman Institute of Technology and Sciences, Tadipatri",Tadipatri,Andhra Pradesh
"Shrinathji Institute of Technology and Engineering, Rajsamand",Upli Odan,Rajasthan
"Meerut Institute of Technology, Meerut",Aminagar Urf Bhurbaral,Uttar Pradesh
"Wellfare Institute of Science Technology and Management, Visakhapatnam",Mudapaka,Andhra Pradesh
"Pavendar Bharathidasan College of Engineering and Technology, Tiruchirappalli",Mandaiyur,Tamil Nadu
"Shekhawati Institute of Engineering and Technology, Sikar",Sikar,Rajasthan
"Shadan Women's College of Engineering and Technology, Hyderabad",Hyderabad,Telangana
"Sasurie College of Engineering, Tirupur",Vijayamangalam,Tamil Nadu
"Mar Baselios Christian College of Engineering and Technology, Idukki",Idukki,Kerala
"Quest Group of Institutions, Mohali",Mohali,Punjab
"Aryabhatta Institute of Engineering and Management, Durgapur",Burdwan,West Bengal
"Indraprastha Institute of Management and Technology, Saharanpur",Badheri Kauli,Uttar Pradesh
"Siddhartha Educational Academy Group of Institutions, Tirupati",Tirupati,Andhra Pradesh
"Providence College of Engineering, Alappuzha",Ala,Kerala
"Shri Vatavruksha Swami Maharaj Devasthan's, Kai Kalyanrao Balasaheb Ingale Polytechnic College, Akkalkot",Solapur,Maharashtra
"Renaissance Polytechnic, Chandrapur",Chandrapur,Maharashtra
"Government Residential Women's Polytechnic College, Yavatmal",Yavatmal,Maharashtra
"Dev Polytechnic College, Ambala",Ambala Sadar,Haryana
"Purna Chandra Institute of Engineering and Technology, Angul",Chhendipada,Odisha
"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Cuttack,Odisha
"SSB Regional Institute of Science and Technology, Chitrada",Chitrada,Odisha
"Government Polytechnic, Nayagarh",Ghasadeipur,Odisha
"Hi Tech Polytechnic College, Bathinda",Bathinda,Punjab
"Kamath Institute of Technology, Udupi",Hombady-Mandadi,Karnataka
"Everest Polytechnic College, Tirunelveli",Tirunelveli,Tamil Nadu
"Pillai HOC College of Architecture, Rasayani",Rasayani,Maharashtra
"Aryan Mukul Polytechnic College, Tonk",Deoli,Rajasthan
"Sri Sahadev Paudhriya Polytechnic College, Ballia",Ballia,Uttar Pradesh
"Rudrapur Institute of Technology, Rudrapur",Rudrapur,Uttarakhand
"Jakir Hossain Institute of Polytechnic, Murshidabad",Dafahat,West Bengal
"Sana Polytechnic, Kodad",Kodad,Telangana
"MARG Institute of Design and Architecture, Kanchipuram",Kanchipuram,Tamil Nadu
"JD Polytechnic, Nagpur",Nagpur,Maharashtra
"Shri Siddheshwar Women's Polytechnic, Solapur",Solapur,Maharashtra
"KLE Society's Chidanand B Kore Polytechnic, Chikodi",Chikodi,Karnataka
"Umrao Technological Institute Polytechnic, Fatehpur",Mathurapur,Uttar Pradesh
"Shree HN Shukla Diploma Engineering College, Rajkot",Amargadh,Gujarat
"Annai JKK Sampoorani Ammal Polytechnic College, Thookkanaickenpalayam",Erode,Tamil Nadu
"Laxman Seth Group of Institutions, Shivpuri",Dinara,Madhya Pradesh
"MLM Polytechnic College, Moga",Ajitwal,Punjab
"College of Agricultural Engineering and Post Harvest Technology, Gangtok",Gangtok,Sikkim
"Patkai Christian College, Dimapur",Dimapur,Nagaland
"Government Polytechnic, Sitamarhi",Sitamarhi,Bihar
"Dr Babasaheb Ambedkar Technological University, Institute of Petrochemical Engineering, Lonere",Lonere,Maharashtra
"Khalsa University, Amritsar",Amritsar,Punjab
"Trinity Institute of Innovations in Professional Studies, Greater Noida",Greater Noida,Uttar Pradesh
"Chettinad College of Engineering and Technology, Karur",Karur,Tamil Nadu
"Anand College of Engineering and Management, Kapurthala",Rawal,Punjab
"Benaiah Institute of Technology and Sciences, Rajahmundry",Burugupudi,Andhra Pradesh
"ICL Institute of Engineering and Technology, Ambala",Ambala,Haryana
"HMS Institute of Technology, Tumkur",Basavapatna,Karnataka
"Hindu College of Engineering and Technology, Guntur",Guntur,Andhra Pradesh
"Hardayal Technical Campus, Mathura",Mathura,Uttar Pradesh
"GH Raisoni College of Engineering and Management, Ahmednagar",Ahmednagar,Maharashtra
"Sant Gajanan Maharaj College of Engineering, Mahagaon",Chinchewadi,Maharashtra
"Sardar Patel University, Vallabh Vidyanagar",Vallabh Vidhyanagar,Gujarat
"Tirupati College of Polytechnic and Pharmacy, Ratia",Ratia,Haryana
"Pearl Academy, Jaipur",Kukas,Rajasthan
"Alia Polytechnic College, Bhopal",Huzur,Madhya Pradesh
"National Power Training Institute, Nagpur",Nagpur,Maharashtra
"Institute of Knowledge College of Engineering, Pune",Shirur,Maharashtra
"Rohini College of Engineering and Technology, Kanyakumari",Paalkulam,Tamil Nadu
"Suresh Gyan Vihar University, Jaipur",Jaipur,Rajasthan
"DNS College of Engineering and Technology,Amroha",Didauli,Uttar Pradesh
"Sri Mittapalli College of Engineering, Guntur",Guntur,Andhra Pradesh
"Sri Krishna Engineering College, Chennai",Chennai,Tamil Nadu
"Sunrise Institute of Engineering Technology and Management, Unnao",Unnao,Uttar Pradesh
"Ashoka Institute of Technology and Management, Varanasi",Varanasi,Uttar Pradesh
"Mahavir Swami College of Engineering and Technology, Surat",Surat,Gujarat
"Tirumala Engineering College, Keesara",Hyderabad,Telangana
"Swami Vivekanand Institute of Engineering and Technology, Patiala",Patiala,Punjab
"Visakha Technical Campus, Visakhapatnam",Peda Narava,Andhra Pradesh
"Suddhananda Engineering and Research Centre, Bhubaneswar",Ara,Odisha
"St Johns College of Engineering and Technology, Kurnool",Yemmiganur,Andhra Pradesh
"SNM Institute of Management and Technology, Ernakulam",Madaplathuruth,Kerala
"SND College of Engineering and Research Centre, Nashik",Nashik,Maharashtra
"Sri Taralbalu Jagadguru Institute of Technology, Haveri",Ranebennur,Karnataka
"Rani Rashmoni School of Architecture, Durgapur",Durgapur,West Bengal
"Pydah College of Engineering and Technology, Visakhapatnam",Visakhapatnam,Andhra Pradesh
"Patel Institute of Technology, Bhopal",Bhopal,Madhya Pradesh
"Muthayammal College of Engineering, Namakkal",Rasipuram,Tamil Nadu
"Kakatiya Institute of Technology and Science for Women, Nizamabad",Nizamabad,Telangana
"Sri Sai Ranganathan Engineering College, Coimbatore",Coimbatore,Tamil Nadu
"Om Engineering College, Junagadh",Kathrota,Gujarat
"Madha Engineering College, Chennai",Chennai,Tamil Nadu
"Jeppiaar Maamallan Engineering College, Sriperumbudur",Voyalur,Tamil Nadu
"Santhiram Engineering College, Kurnool",Kowlur,Andhra Pradesh
"Brainware Group of Institutions, Kolkata",Kolkata,West Bengal
"Malwa Institute of Science and Technology, Indore",Palakhedi,Madhya Pradesh
"Indo Danish Tool Room, East Singhbhum",Jamshedpur,Jharkhand
"Nigama Engineering College, Karim Nagar",Thaher Kondapur,Telangana
"Abhilashi Group of Institutions School of Pharmacy and Engineering and Technology, Mandi",Shimla,Himachal Pradesh
"Manav School of Engineering and Technology, Akola",Balapur,Maharashtra
"Asutosh College, Kolkata",Kolkata,West Bengal
"Azad College of Engineering and Technology, Hyderabad",Hyderabad,Telangana
"Nirmala College of Information Technology, Chalakudy",Chalakudy,Kerala
"Jowai Polytechnic, Jowai",Jowai,Meghalaya
"Kalyan Polytechnic, Jamnagar",Moti Banugar,Gujarat
"Jayvantrai Harrai Desai Polytechnic, Surat",Surat,Gujarat
"VDF School of Polytechnic, Latur",Latur,Maharashtra
"CDL Government Polytechnic, Sirsa",Nathusari Chopta,Haryana
"Arulmigu Senthilandavar Polytechnic College, Tirunelveli",Tirunelveli,Tamil Nadu
"Swami Sahajanand Polytechnic Institute, Azamgarh",Panti Khurd,Uttar Pradesh
"Bhagirathi Institute of Technology and Management, Lohaghat",Champawat,Uttarakhand
"Thanapandiyan Polytechnic College, Madurai",Madurai,Tamil Nadu
"Auroras Design Institute, Hyderabad",Hyderabad,Telangana
"Government Polytechnic College, Balaghat",Balaghat,Madhya Pradesh
"Dr Dashrath Chaudhary National Polytechnic, Siddharth Nagar",Kudarankhas,Uttar Pradesh
"Image Engineering and Technical Institute, Matar",Kheda,Gujarat
"Surya Polytechnic College, Villupuram",Vikravandi,Tamil Nadu
"Punjab Polytechnic College, Mohali",Malakpur,Punjab
"DY Patil College of Engineering and Polytechnic, Talsande",Talsande,Maharashtra
"Sai Institute of Technological Science, Cuttack",Cuttack,Odisha
"Doaba Polytechnic College, Mohali",Kurali,Punjab
"Tuljaram Chaturchand College of Arts, Science and Commerce, Baramati",Baramati,Maharashtra
"Sir MV School of Architecture, Bangalore",Bangalore,Karnataka
"Shree Kapildhara Polytechnic, Waki",Waki,Maharashtra
"Dr YC James Yen Government Polytechnic, Kuppam",Kuppam,Andhra Pradesh
"Madhupur Polytechnic, Madhupur",Madhupur,Jharkhand
"Pearl Academy, Bengaluru",Bangalore,Karnataka
"Bikaner Technical University, Bikaner",Bikaner,Rajasthan
"Adhunik College of Engineering, Ghaziabad",Ghaziabad,Uttar Pradesh
"Gwalior Engineering College, Gwalior",Gwalior,Madhya Pradesh
"Guru Nanak Institute of Engineering and Technology, Nagpur",Nagpur,Maharashtra
"Chhattisgarh Engineering College, Durg",Dhanora,Chhattisgarh
"Corporate Institute of Science and Technology, Bhopal",Bhopal,Madhya Pradesh
"Coorg Institute of Technology, Kodagu",Halligattu,Karnataka
"Shri Shivaji Education Society's College of Engineering and Technology, Yavatmal",Amravati,Maharashtra
"DC School of Management and Technology, Pullikkanam",Idukki,Kerala
"Sri Venkatesa Perumal College of Engineering and Technology, Puttur",China Rajukuppam,Andhra Pradesh
"Priyadarshini Institute of Science and Technology for Women, Khammam",Khammam,Telangana
"Rakshpal Bahadur Management Institute, Bareilly",Bareilly,Uttar Pradesh
"PK Technical Campus, Pune",Kadachiwadi,Maharashtra
"Deogiri Technical Campus for Engineering and Management Studies, Aurangabad",Aurangabad,Maharashtra
"Technocrats Institute of Technology Excellence, Bhopal",Bhopal,Madhya Pradesh
"Christian College of Engineering and Technology, Bhilai",Bhilai,Chhattisgarh
"Vidhyapeeth Institute of Science and Technology, Bhopal",Bhopal,Madhya Pradesh
"Vindhya Institute of Technology and Science, Indore",Indore,Madhya Pradesh
"KMP College of Engineering, Ernakulam",Odakkali,Kerala
"Sree Vahini Institute of Science and Technology, Tiruvuru",Patha Tiruvuru,Andhra Pradesh
"GVR and S College of Engineering and Technology, Guntur",Guntur,Andhra Pradesh
"Sophitorium Engineering College, Khordha",Khurdha,Odisha
"Prestige Institute of Engineering and Science, Indore",Indore,Madhya Pradesh
"Padmanava College of Engineering, Rourkela",Rourkela,Odisha
"Nannapaneni Venkat Rao College of Engineering and Technology, Guntur",Tenali,Andhra Pradesh
"Muslim Association College of Engineering, Thiruvananthapuram",Thiruvananthapuram,Kerala
"MRK Institute of Technology, Cuddalore",Kattumannarkoil,Tamil Nadu
"Mother Teresa Institute of Science and Technology, Khammam",Sathupally,Telangana
"Shri Shankaracharya Institute of Technology and Management, Bhilai",Bhilai,Chhattisgarh
"Metropolitan Institute of Technology and Management, Sindhudurg",Sindhudurg,Maharashtra
"Saraswati Education Society’s Group of Institutions- Faculty of Engineering, Raigad",Diksal,Maharashtra
"Saraf Institute of Engineering and Technology, Hanumangarh",Hanumangarh Town,Rajasthan
"Sagar Institute of Technology and Management, Barabanki",Barabanki,Uttar Pradesh
"Maharana Pratap Engineering College, Kanpur",Mandhana,Uttar Pradesh
