Name,City,State
"Younus College of Engineering and Technology, Kollam",Kollam,Kerala
"Yamuna Institute of Engineering and Technology, Yamuna Nagar",Yamuna Nagar,Haryana
"Purandar College of Engineering and Management Research, Pune",Yewalewadi,Maharashtra
"PGP College of Engineering and Technology, Namakkal",Sundakkampalayam,Tamil Nadu
"Parvatha Reddy Babul Reddy Visvodaya Institute of Technology and Science, Nellore",Kavali,Andhra Pradesh
"Pacific Institute of Engineering, Udaipur",Udaipur,Rajasthan
"P Indra Reddy Memorial Engineering College, Chevella",Chevella,Telangana
"Rishiraj Institute of Technology, Indore",Indore,Madhya Pradesh
"Krishna Institute of Management and Technology, Moradabad",Moradabad,Uttar Pradesh
"KMBB College of Engineering and Technology, Bhubaneswar",Bhubaneshwar,Odisha
"King College of Technology, Namakkal",Namakkal,Tamil Nadu
"Sharadchandra Pawar College of Engineering, Pune",Dumbarwadi,Maharashtra
"Shanti Niketan College of Engineering, Hisar",Mirkan,Haryana
"Rayat and Bahra Institute of Engineering and Nano Technology, Hoshiarpur Campus, Hoshiarpur",Bohan,Punjab
"Kailash Narayan Patidar College of Science and Technology, Bhopal",Bhopal,Madhya Pradesh
"KS Jain Institute of Engineering and Technology, Modinagar",Pilkhuwa,Uttar Pradesh
"KNSK College of Engineering, Kanyakumari",Thesur,Tamil Nadu
"Raj Engineering College, Jodhpur",Bawarla,Rajasthan
"Om Sai Institute of Technology And Science, Bagpat",Pali,Uttar Pradesh
"MET Engineering College, Kanyakumari",Chenbagaramanputhoor,Tamil Nadu
"Lakshmi Narain College of Technology, Indore",Indore,Madhya Pradesh
"Shree Ram Mulkh College of Technical Education, Ambala",Naraingarh,Haryana
"Sanskriti Institute of Management and Technology, Mathura",Chhata,Uttar Pradesh
"Mahendra Engineering College for Women, Tiruchengode",Kavundampalayam,Tamil Nadu
"Maharashtra Udayagiri Institute of Management and Technology, Latur",Udgir,Maharashtra
"Maharana Pratap College of Technology, Gwalior",Gwalior,Madhya Pradesh
"Eastern Academy of Science and Technology, Khordha",Mahidharapara,Odisha
"Dr Nallini Institute of Engineering and Technology, Tirupur",Dharapuram,Tamil Nadu
"Jauhar Institute of Engineering and Technology, Rampur",Aliganj Benazeer,Uttar Pradesh
"Jagannath Institute of Engineering and Technology, Cuttack",Jagatpur,Odisha
"Dr Pauls Engineering College, Villupuram",Toruvai,Tamil Nadu
"Doon Valley College of Engineering, Karnal",Karnal,Haryana
"Lady Amritbai Daga College for Women of Arts Commerce and Science and Smt Ratnidevi Purohit College of Home Science and Home Science Technology, Nagpur",Nagpur,Maharashtra
"Dayanand College, Hisar",Hisar,Haryana
"Arya Institute of Engineering Technology and Management, Jaipur",Sodala,Rajasthan
"Aarya-Veer College of Engineering and Technology, Rajkot",Kuvadva,Gujarat
"Rajaas Engineering College, Tirunelveli",Adangarkulam,Tamil Nadu
"ARS College of Engineering, Sattamangalam",Maraimalai Nagar,Tamil Nadu
"Mahatma Gandhi Missions College of Engineering and Technology, Noida",Noida,Uttar Pradesh
"Veerayatan Institute of Engineering, Haripar",Kutch,Gujarat
"Vaageswari Engineering College, Karimnagar",Ramakrishna Colony,Telangana
"Nizar Rahim and Mark School of Architecture, Kollam",Kollam,Kerala
"National Institute of Electronics and Information Technology, Kohima",Kohima,Nagaland
"Shankarrao Dhawad Polytechnic, Nagpur",Nagpur,Maharashtra
"Surya Polytechnic for Engineering and Technology, Ghaziabad",Bhatiyana,Uttar Pradesh
"Jai Polytechnic, Ambala",Barara,Haryana
"Holy Institute of Technology, Berhampur",Brahmapur,Odisha
"Government Polytechnic College, Behram",Behram,Punjab
"Bharat Institute of Polytechnic, Sonepat",Sonipat,Haryana
"Jat College of Polytechnic, Kaithal",Kaithal,Haryana
"Dr SG Reddy Polytechnic, Bangalore",Bangalore,Karnataka
"Rajdhani Polytechnic College, Karnal",Karnal,Haryana
"RV Reha Polytechnic College, Tirunelveli",Reddiyapatti,Tamil Nadu
"NPR Polytechnic College, Dindigul",Pappanamalai R.F.,Tamil Nadu
"Lakshmi Ammal Polytechnic College, Tuticorin",Thoothukudi (Tuticorin),Tamil Nadu
"Government Polytechnic, Vikasnagar",Jassowala,Uttarakhand
"Jiaganj College of Engineering and Technology, Murshidabad",Murshidabad,West Bengal
"Gurukul Polytechnic College, Chomu",Chomu,Rajasthan
"Government Polytechnic, Bantwal",Bantwal,Karnataka
"KG College of Arts and Science, Coimbatore",Coimbatore,Tamil Nadu
"Shri Shivajirao Deshmukh Institute of Technology, Sangli",Shirala,Maharashtra
"Brahmdevdada Mane Polytechnic, Solapur",Solapur,Maharashtra
"Guru Sai Polytechnic, Chandrapur",Datala,Maharashtra
"Chhatrapati Shahu Polytechnic, Satara",Atit,Maharashtra
"Gautam Polytechnic Institute, Gautamnagar",Kolgaon Thadi,Maharashtra
"Hanagal Sri Kumareshwara Polytechnic, Bellary",Ballari,Karnataka
"Sandip Institute of Polytechnic, Nashik",Nashik,Maharashtra
"OM Polytechnic, Nagpur",Umred,Maharashtra
"Alpine College of Management and Technology, Dehradun",Dehradun,Uttarakhand
"Satyam Institute of Technology, Beawar",Sanwa,Rajasthan
"Yeshwant Mahavidyalaya, Nanded",Nanded,Maharashtra
"Dreams College of Polytechnic, Saharanpur",Saharanpur,Uttar Pradesh
"Kumaran Polytechnic College, Tiruvallur",Ponneri,Tamil Nadu
"Government Polytechnic, Kalgi",Kalgi,Karnataka
"Sree Krishna College of Engineering, Vellore",Unai,Tamil Nadu
"Yashavantrao Chavan Institute of Science, Satara",Satara,Maharashtra
"Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati",Dhamangaon,Maharashtra
"SBCMS Institute of Technology, Hoshiarpur",Mukerian,Punjab
"NCR Polytechnic, Jhajjar",Bahadurgarh,Haryana
"Aryan Polytechnic College, Ajmer",Ajmer,Rajasthan
"Avanthis Polytechnic College, Vizianagaram",Vizianagaram,Andhra Pradesh
"BV Krishna Polytechnic College, Kodad",Kodad,Telangana
"BIS Polytechnic College, Moga",Kot Ise Khan,Punjab
"DIPS Polytechnic College, Hoshiarpur",Hoshiarpur,Punjab
"Dr IT College of Polytechnic, Banur",Banur,Punjab
"Orissa Institute of Engineering and Technology, Dhenkanal",Bramhanapurunakot,Odisha
"Doaba Polytechnic College, Nawanshahr",Nawanshahr,Punjab
"Vivekananda Polytechnic College, Kanyakumari",Agasteeswaram,Tamil Nadu
"Seth Haribaksh Lohia Jairam Mahila Polytechnic, Kurukshetra",Kurukshetra,Haryana
"Ansal School of Architecture, Lucknow",Lucknow,Uttar Pradesh
"US Ostwal Institute of Architecture, Chittorgarh",Mangalwad,Rajasthan
"Bellamkonda Polytechnic College, Prakasam",Podili,Andhra Pradesh
"POGL Group of Institutions, Guwahati",Guwahati,Assam
"IBT College of Diploma Engineering, Durg",Janjgiri,Chhattisgarh
"Phonics School of Engineering, Roorkee",Roorkee,Uttarakhand
"Bagula Mukhi College of Architecture and Planning, Bhopal",Mungalia Kot,Madhya Pradesh
"Shri Sai Institute of Technology Polytechnic, Jalgaon",Jalgaon,Maharashtra
"PET Polytechnic College, Tirunelveli",Vallioor,Tamil Nadu
"Shri Laxmanrao Mankar College of Polytechnic, Amgaon",Amgaon,Maharashtra
"SVS Polytechnic, Mawana",Mawana,Uttar Pradesh
"Government Polytechnic, Lahaul and Spiti",Udaipur,Himachal Pradesh
"Government Polytechnic College, Baikunthpur",Baikunthpur,Chhattisgarh
"Jind Polytechnic College, Jind",Jind,Haryana
"Karmayogi Polytechnic College, Pandharpur",Shelve,Maharashtra
"Mahatma Gandhi Polytechnic College, Yadgir",Yadgir,Karnataka
"Radical Polytechnic College, Amritsar",Amritsar,Punjab
"Study World College of Engineering, Coimbatore",Coimbatore,Tamil Nadu
"School of Food Technology, Jawaharlal Nehru Technological University, Kakinada",Kakinada,Andhra Pradesh
"Government Engineering College, Baran",Baran,Rajasthan
"Sri Annai Polytechnic College, Vellore",Vellore,Tamil Nadu
"Government Polytechnic for Women, Palamaner",Palamaner,Andhra Pradesh
"Rajiv Gandhi Government Polytechnic, Papum Pare",Itanagar,Arunachal Pradesh
"Shree Venkateshwara Hi Tech Polytechnic College, Erode",Erode,Tamil Nadu
"Government Polytechnic for Women, Hubli",Hubli,Karnataka
"Smt Durgabai Deshmukh Womens Technical Training Institute, Hyderabad",Hyderabad,Telangana
"Government Polytechnic, Raghopur",Raghopur,Bihar
"Government Tool Room and Training Centre, Chikodi",Chikodi,Karnataka
"Government Polytechnic, Karkala",Karkala,Karnataka
"Government Polytechnic Mujahana Hata, Kushinagar",Kushinagar,Uttar Pradesh
"Government Polytechnic, Sitapur",Sitapur,Uttar Pradesh
"Government Polytechnic, Unnao",Unnao,Uttar Pradesh
"Government Polytechnic, Kadiri",Kadiri,Andhra Pradesh
"Government Polytechnic, Anaparthi",East Godavari,Andhra Pradesh
"Shri Bhawani Niketan Polytechnic College, Jaipur",Jaipur,Rajasthan
"Sharda Nand Anchal Technical Institute, Ballia",Ballia,Uttar Pradesh
"Government Polytechnic Jamunia Deeh, Harakh, Barabanki",Barabanki,Uttar Pradesh
"Government Polytechnic, Jansath",Jansath,Uttar Pradesh
"Mahamaya Polytechnic for Information Technology, Kasganj",Kasganj,Uttar Pradesh
"Nowgong Polytechnic, Nagaon",Nagaon,Assam
"Government Polytechnic College, Kadathur",Kadathur,Tamil Nadu
"Government Engineering College, Arwal",Gaya,Bihar
"Dr Bapuji Salunkhe Institute of Engineering and Technology, Kolhapur",Kolhapur,Maharashtra
"Marathwada Institute of Technology, Polytechnic, Rotegaon",Aurangabad,Maharashtra
"Central Institute of Plastics Engineering and Technology, Centre for Skilling and Technical Support, Balasore",Balasore,Odisha
"Government Polytechnic College, Salem",Salem,Tamil Nadu
"Government Polytechnic College, Nedumkandam",Nedumkandam,Kerala
"Ratua SN Bose Government Polytechnic, Malda",Malda,West Bengal
"Acharya Patashala Polytechnic, Bangalore",Bangalore,Karnataka
"Bharatiya Engineering Science and Technology Innovation University, Anantapur",Anantapur,Andhra Pradesh
"Government Engineering College, Sheikhpura",Sheikhpura,Bihar
"Periyar R and D Centre for Bio and Solar Energies, Thanjavur",Thanjavur,Tamil Nadu
"The Karur Polytechnic College, Karur",Karur,Tamil Nadu
"Sanjeevani Hospital and Medical Research Institute, Haridwar",Haridwar,Uttarakhand
"Dr BR Ambedkar Polytechnic College, Yanam",Yanam,Puducherry
"Appasaheb Birnale College of Architecture, Sangli",Sangli,Maharashtra
"Sri Ramachandra Faculty of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Bhuma Shobha Nagireddy Memorial College of Engineering and Technology, Kurnool",Pedda Kotakandukur,Andhra Pradesh
"Amardeep College of Engineering and Management, Firozabad",Firozabad,Uttar Pradesh
"Gyan Ganga Institute of Technology and Management, Bhopal",Bhopal,Madhya Pradesh
"Gwalior Institute of Information Technology, Gwalior",Gwalior,Madhya Pradesh
"Gopal Ramalingam Memorial Engineering College, Chennai",Vattampakkam,Tamil Nadu
"Chendhuran College of Engineering and Technology, Pudukkottai",Pudukkottai,Tamil Nadu
"Camellia Institute of Technology and Management, Hooghly",Boinchi,West Bengal
"Global Institute of Engineering and Science, Barwani",Barwani,Madhya Pradesh
"Ganapathy Chettiar College of Engineering and Technology, Ramanathapuram",Melakavanoor,Tamil Nadu
"CMS College of Engineering, Namakkal",Ernapuram,Tamil Nadu
"CLG Institute of Engineering and Technology, Pali",Sumerpur,Rajasthan
"Institute of Engineering and Rural Technology, Sitapur",Sitapur,Uttar Pradesh
"Shri Sai College of Engineering, Aurangabad",Pardari,Maharashtra
"Sneha College of Architecture, Palakkad",Palakkad,Kerala
"RKDF College of Technology, Bhopal",Bhopal,Madhya Pradesh
"Shri Ram Murti Smarak College of Engineering and Technology, Lucknow",Kushehri,Uttar Pradesh
"Priyadarshini Institute of Technology, Nellore",Nellore,Andhra Pradesh
"KMCT College of Architecture, Manassery",Mukkam,Kerala
"Infinity Institute of Technology, Allahabad",Allahabad,Uttar Pradesh
"Chaitanya Engineering College, Bhimavaram",Bhimavaram,Andhra Pradesh
"Tulsiramji Gaikwad-Patil College of Architecture, Nagpur",Mohgaon,Maharashtra
"Shivganga Charitable Trust, Sanglis Vishveshwarya Technical Campus, Miraj",Patgaon,Maharashtra
"Sai Institute of Engineering and Technology, Aurangabad",Aurangabad,Maharashtra
"Excelsior Education Society KC College of Engineering, Thane",Thane,Maharashtra
"Vidyaa Vikas College of Engineering and Technology, Tiruchengode",Koothanatham,Tamil Nadu
"Ambal Professional Group of Institutions, Coimbatore",Coimbatore,Tamil Nadu
"Indira Kala Sangit Vishwavidyalaya, Khairagarh",Khairagarh,Chhattisgarh
"Techno Global, Balurghat",Balurghat,West Bengal
"VSM's Institute of Technology, Belgaum",Belgaum,Karnataka
"Swami Parmanand College of Engineering and Technology, Mohali",aganpur,Punjab
"Shree Kankeshwari Deviji Institute of Technology, Jamnagar",Naranpura,Gujarat
"Vidyadaan Institute of Technology and Management, Buxar",Buxar,Bihar
"RN Modi Engineering College, Kota",Kherajagpura,Rajasthan
"MJRP College of Engineering and Technology, Jaipur",Jaipur,Rajasthan
"Buddha Institute of Architecture and Town Planning, Udaipur",Udaipur,Rajasthan
"Sat Priya School of Architecture and Design, Rohtak",Rohtak,Haryana
"United Institute of Technology, Coimbatore",Gudalur,Tamil Nadu
"Translam Institute of Technology and Management, Meerut",Meerut,Uttar Pradesh
"VIRA College of Engineering, Bijnor - Kunwar Satya Vira College of Engineering and Management",Bijnor,Uttar Pradesh
"Merchant Institute of Technology, Mehsana",Mehsana,Gujarat
"SSLD Varshney Institute of Management and Engineering, Aligarh",Aligarh,Uttar Pradesh
"Vindhya Institute of Technology and Science, Satna",Chakbandi,Madhya Pradesh
"Vilasrao Deshmukh College of Engineering and Technology, Nagpur",Nagpur,Maharashtra
"Aryanet Institute of Technology, Palakkad",Palakkad,Kerala
"Pankaj Laddhad Institute of Technology and Management Studies, Buldana",Yelgaon,Maharashtra
"Pavendar Bharathidasan Institute of Information Technology, Tiruchirappalli",Mandaiyur,Tamil Nadu
"Paavaai Group of Institutions- School of Engineering, Pachal",Pachal,Tamil Nadu
"S Sukhjinder Singh Engineering and Technology College, Gurdaspur",Gurdaspur,Punjab
"SRI College of Engineering and Technology, Tiruvannamalai",Birudur,Tamil Nadu
"Sembodai Rukmani Varatharajan Engineering College, Nagapattinam",Sembodai,Tamil Nadu
"Kottam Karunakara Reddy Institute of Technology, Kurnool",Kurnool,Andhra Pradesh
"KC College of Engineering and Information Technology, Nawanshahr",Nawanshahr,Punjab
"Narayana Engineering and Technical Campus, Hayathnagar",Hyderabad,Telangana
"Nalin Institute of Technology, Indore",Mhow,Madhya Pradesh
"Nagaji Institute of Technology and Management, Datia",Datia,Madhya Pradesh
"Modern Institute of Technology and Management, Kantabada",Bhubaneswar,Odisha
"Royal Institute of Technology and Science, Chevella",Dameriguda,Telangana
"Rayagada Institute of Technology and Management, Rayagada",Paikasunkaramenta,Odisha
"KANKSA Academy of Technology and Management, Burdwan",Panagarh,West Bengal
"Kalpi Institute of Technology, Ambala",Kalpi,Haryana
"KR Gouri Amma College of Engineering, Alappuzha",Thuravoor Thekku,Kerala
"Rajasthan Engineering College, Dausa",Dausa,Rajasthan
"Om Shanti Engineering College, Rajkot",Hadmatiya,Gujarat
"Lord Venkateshwaraa Engineering College, Kancheepuram",Palayaseevaram,Tamil Nadu
"Shri Rawatpura Sarkar Institute of Technology, Raipur",Raipur,Chhattisgarh
"Shri Balasaheb Mane Shikshan Prasarak Mandal, Ambap’s Group of Institutions Integrated Campus, Ambap",Kolhapur,Maharashtra
"Shree Siddhivinayak Group of Institutions, Bilaspur",Bilaspur,Haryana
"Shree Saraswati Education Sansthan’s Group of Institutions- Dept of Engineering, Mehsana",Irana,Gujarat
"Shiva Rama Krishna College of Engineering and Technology, Srikakulam",Turakalakota,Andhra Pradesh
"Medha College of Engineering, Hyderabad",Secunderabad,Telangana
"Marwar Institute of Technology, Jodhpur",Kharda Bhandoo,Rajasthan
"Sai Spurthi Institute of Technology, Hyderabad",Sathupally,Telangana
"Sagar Institute of Research and Technology-Excellence, Bhopal",Bhopal,Madhya Pradesh
"Jayamatha Engineering College, Kanyakumari",Kanyakumari,Tamil Nadu
"Jawahar Education Society's Institute of Technology, Management and Research, Nashik",Sawargaon,Maharashtra
"James College of Engineering and Technology, Kanyakumari",Eracha Kulam,Tamil Nadu
"Jahangirabad Institute of Technology, Barabanki",Jahangeerabad,Uttar Pradesh
"Ishwar Institute of Technology and Research, Faridabad",Dalelgarh,Haryana
"Asia School of Engineering and Management, Lucknow",Misripur,Uttar Pradesh
"Arulmurugan College of Engineering, Karur",Thennilai West,Tamil Nadu
"Dhamangaon Education Society's College of Engineering and Technology, Dhamangaon Rly",Dattapur Dhamangaon,Maharashtra
"Devprayag Institute of Technical Studies, Allahabad",Allahabad,Uttar Pradesh
"Institute of Technology and Management, Aligarh",Aligarh,Uttar Pradesh
"Northern Institute of Engineering Technical Campus, Alwar",Baldeobas,Rajasthan
"Jyothishmathi Institute of Technological Sciences, Karimnagar",Karimnagar,Telangana
"Swami Devi Dyal Institute of Engineering, Barwala",Barwala,Punjab
"Ariyalur Engineering College, Ariyalur",Ariyalur,Tamil Nadu
"Salem Sowdeswari College, Salem",Salem,Tamil Nadu
"KS Rangasamy College of Arts and Science, Tiruchengode",KSR Kalvi Nagar,Tamil Nadu
"Blue Mountains Group of Colleges, Dehradun",Danda Dhoran,Uttarakhand
"Krishna College of Engineering, Rewa",Mangawan,Madhya Pradesh
"Lakshmi Narain College of Technology Excellence, Bhopal",Bhopal,Madhya Pradesh
"Christ College, Irinjalakuda",Irinjalakuda,Kerala
"GH Patel PG Department of Computer Science and Technology, Anand",Anand,Gujarat
"Col DS Raju Polytechnic, West Godavari",Poduru,Andhra Pradesh
"Natubhai V Patel College of Pure and Applied Sciences, Anand",Anand,Gujarat
"Barunei Institute of Engineering and Technology, Khurda",Khurda,Odisha
"RIMT Polytechnic, Gobindgarh",Mandi Gobindgarh,Punjab
"BCM Polytechnic, Jhajjar",Bakhtawarpur Alias Rayya,Haryana
"Global Polytechnic College, Bathinda",Bathinda,Punjab
"Shri krishna Educational and Cultural Mandal's College of Architecture, Jalgaon",Jalgaon,Maharashtra
"Govindam Polytechnic College, Sikar",Sikar,Rajasthan
"Ishan Institute of Architecture and Planning, Greater Noida",Greater Noida,Uttar Pradesh
"Sree Arumugham Polytechnic College, Cuddalore",Chidambaram,Tamil Nadu
"S Thangapazham Polytechnic College, Kollam",Sivagiri,Tamil Nadu
"Ashokrao Mane Polytechnic, Vadgaon",Save,Maharashtra
"Jainuddin Zaweri Polytechnic, Chandrapur",Chandrapur,Maharashtra
"Vasant Polytechnic College, Beed",Kaij,Maharashtra
"Vivekananda Polytechnic College, Khetri",Khetri,Rajasthan
"SJVP Polytechnic, Harihar",Harihar,Karnataka
"Kempegowda Memorial Polytechnic, Tumkur",Tumakuru,Karnataka
"Dr Varsha Patil Institute of Technology, Jalgaon",Jalgaon,Maharashtra
"Bhawani Institute of Technical Education, Makrana",Nagaur,Rajasthan
"Valluvar College of Science and Management, Karur",Karur,Tamil Nadu
"Lekshmipuram College of Arts and Science, Neyyoor",Neyyoor,Tamil Nadu
"Devchand College, Arjunnagar",Arjunnagar,Karnataka
"Sree Krishna Polytechnic College, Kanyakumari",Elanthaiyadi,Tamil Nadu
"MAR Polytechnic College, Pudukkottai",Velur,Tamil Nadu
"Moradabad Polytechnic Institute, Moradabad",Unchakani,Uttar Pradesh
"MG Polytechnic, Allahabad",Sherdeeh,Uttar Pradesh
"MD College of Polytechnic, Panipat",Chhajpur Kalan,Haryana
"Apex Polytechnic Institute, Jaipur",Jaipur,Rajasthan
"Shivalik Polytechnic, Ambala",Ambala,Haryana
"JV Mandals Polytechnic College, Terdal",Terdal,Karnataka
"Basavakalyan Polytechnic College, Bidar",Basavakalyan,Karnataka
"Bharath Niketan Polytechnic College, Theni",Theni,Tamil Nadu
"Dr Radhakrishnan Polytechnic College, Jaipur",Kalwara,Rajasthan
"Dr Natubhai P Patel Polytechnic, Mehsana",Jotana,Gujarat
"Asian Institute of Rural Technology, Kanpur Dehat",Maitha,Uttar Pradesh
"GIET Polytechnic, Khordha",Khordha,Odisha
"FD Mubin Degree College of Engineering, Bahiyal",Bahiyal,Gujarat
"Sri Ramakrishna Mission Vidyalaya College of Arts and Science, Coimbatore",Coimbatore,Tamil Nadu
"Talent Institute of Architecture, Malappuram",Edappal,Kerala
"Krishna Institute of Engineering and Technology, Jamnagar",Jambuda,Gujarat
"Indrashil Institute of Science and Technology, Rajpur",Kadi,Gujarat
"HKE Society's Women's Polytechnic, Gulbarga",Kalaburagi,Karnataka
"Mount Faran Polytechnic, Hubli",Hubli,Karnataka
"Shri Chimasaheb Jagdale Institute of Technology, Kolhapur",Shirol,Maharashtra
"Sree Visvesvaraya Polytechnic, Mahabubnagar",Mahabubnagar,Telangana
"St Soldier Institute of Pharmacy and Polytechnic, Jalandhar",Jalandhar,Punjab
"Sri Sai Institute of Technology, Udham Singh Nagar",Jaspur,Uttarakhand
"Government Girls Polytechnic, Bilaspur",Bilaspur,Chhattisgarh
"Jalpaiguri Polytechnic Institute, Jalpaiguri",Paharpur,West Bengal
"Government Polytechnic, Talwar",Talwar,Himachal Pradesh
"Government Polytechnic, Khatima",Khatima,Uttarakhand
"Saheed Jageshwar Nagar Government Polytechnic College, Dewas",Dewas,Madhya Pradesh
"Sahayog Sevabhavi Sansthas Indira Institute of Technology Polytechnic, Nanded",Vishnupuri,Maharashtra
"Jayam Polytechnic College, Dharmapuri",Dharmapuri,Tamil Nadu
"Tawi Polytechnic, Shahpur Kandi",Shahpur Kandi,Punjab
"Tayyib Muslim Polytechnic College, Kadapa",Kadapa,Andhra Pradesh
"Sri Vinayaka Institute of Technology, Kolar",Kolar Gold Fields,Karnataka
"Pastor Lenssen Polytechnic College, Tirunelveli",Tirunelveli,Tamil Nadu
"Government Polytechnic, Vadnagar",Vadnagar,Gujarat
"Param Veer Chakra Naib Subedar Sanjay Kumar Government Polytechnic, Kalol",Bilaspur,Himachal Pradesh
"Government Polytechnic, Sheohar",Sheohar,Bihar
"Government Polytechnic College, Kargil",Kargil,Jammu and Kashmir
"Government Polytechnic College, Pulwama",Pulwama,Jammu and Kashmir
"Government Co Ed Polytechnic, Raipur",Raipur,Chhattisgarh
"Naraina Polytechnic Institute, Kanpur",Kanpur Nagar,Uttar Pradesh
"Government Polytechnic, Soron",Soron,Uttar Pradesh
"Government Polytechnic, Chopan",Chopan,Uttar Pradesh
"Raghunathpur Government Polytechnic, Purulia",Purulia,West Bengal
"Government Engineering College, Kaimur",Kaimur,Bihar
"Government Polytechnic, Mohammadi Kheri",Mohammdi,Uttar Pradesh
"Siddhant College of Architecture, Pune",Pune,Maharashtra
"Government Polytechnic, Gajapati",Gajapati,Odisha
"Women's Polytechnic College, Puducherry",Puducherry,Puducherry
"AP Government Institute of Leather Technology, Hyderabad",Hyderabad,Telangana
"Model Polytechnic College, Painavu",Painavu,Kerala
"Residential Women's Polytechnic College, Payyanur",Payyanur,Kerala
"Government Tool Room and Training Centre, Mangalore",Mangalore,Karnataka
"Pacific College of Dairy and Food Technology, Udaipur",Udaipur,Rajasthan
"Landmark Technical Campus, Amroha",Amroha,Uttar Pradesh
"Naraina School of Planning and Architecture, Kanpur",Kanpur Dehat,Uttar Pradesh
"Dev Bhoomi School of Architecture and Design, Dehradun",Dehradun,Uttarakhand
"TJS Polytechnic College, Thiruvallur",Thiruvallur,Tamil Nadu
"Dharti Janseva Pratishthans Diploma in Engineering and Technology Institute, Jalna",Jalna,Maharashtra
"Sonatai Pandav Polytechnic, Katol",Katol,Maharashtra
"Maa Bhagwata kunwar Institute of Polytechnic, Mau",Mau,Uttar Pradesh
"Pabitra Mohan Institute of Technology, Angul",Angul,Odisha
"Shri Rama Krishna College of Polytechnic and Management, Satna",Satna,Madhya Pradesh
"Purushottam School of Engineering and Technology, Rourkela",Rourkela,Odisha
"IIFA Multimedia College, Bengaluru",Bangalore,Karnataka
"Aman Bhalla Institute of Engineering and Technology, Pathankot",Pathankot,Punjab
"Jagannath Institute of Technology, Chennai",Chennai,Tamil Nadu
"Babulal Tarabai Institute of Research and Technology, Sagar",Sironja,Madhya Pradesh
"Brahmdevdada Mane Institute of Technology, Solapur",Solapur,Maharashtra
"Bhutta College of Engineering and Technology, Ludhiana",Bhutta,Punjab
"Bhartiya Institute of Engineering and Technology, Sikar",Sikar,Rajasthan
"Holy Kings College of Engineering and Technology, Ernakulam",Memury,Kerala
"Haryana College of Technology and Management, Kaithal",Kaithal,Haryana
"Gurukula Institute of Technology, Bhubaneswar",Jamujhari,Odisha
"Golden College of Engineering and Technology, Gurdaspur",Gurdaspur,Punjab
"GNIT Girls Institute of Technology, Greater Noida",Greater Noida,Uttar Pradesh
"Galaxy Global Imperial Technical Campus, Ambala",Landha,Haryana
"Galaxy Global Group of Institutions, Ambala",Dinarpur,Haryana
"College of Engineering, Vairag",Solapur,Maharashtra
"Laxmi Narayan Institute of Technology, Gwalior",Gwalior,Madhya Pradesh
"NRI College of Engineering and Management, Gwalior",Barauapichhore,Madhya Pradesh
"GVVR Institute of Technology, Bhimavaram",Tundurru,Andhra Pradesh
"Haryana Institute of Technology, Bahadurgarh",Bahadurgarh,Haryana
"Jind Institute of Engineering and Technology, Jind",Jind,Haryana
"Shaheed Udham Singh Engineering College, Tangori",Tangori,Punjab
"Pinnacle School of Engineering and Technology, Anchal",Mathra,Kerala
"ICFAI University, Raipur",Raipur,Chhattisgarh
"Nightingale Institute of Technology, Coimbatore",Coimbatore,Tamil Nadu
"MVR College of Engineering, Visakhapatnam",Visakhapatnam,Andhra Pradesh
"EVM College of Engineering and Technology, Guntur",Narasaraopet,Andhra Pradesh
"Buddha College of Engineering and Technology, Udaipur",Sethji Ki Kundal,Rajasthan
"Rohtak Institute of Engineering and Management, Rohtak",Basantpur,Haryana
"Vivekanandha Engineering College for Women, Tiruchengode",Elaiyampalayam,Tamil Nadu
"Kushabhau Thakare Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur",Kathadih,Chhattisgarh
"VJ Shinde College of Engineering, Osmanabad",Osmanabad,Maharashtra
"Manajiraje Bhosale Technical Campus, Faculty of Engineering, Sangli",Uran Islampur,Maharashtra
"Oxford College of Engineering, Tiruvannamalai",Venmani,Tamil Nadu
"Annai Mira College of Engineering and Technology, Vellore",Vellore,Tamil Nadu
"Prasad Institute of Management and Technology, Lucknow",Junab Ganj,Uttar Pradesh
"Priyadarshani College of Computer Sciences, Greater Noida",Greater Noida,Uttar Pradesh
"Sri Satya Narayana College of Engineering and Technology, Ongole",Ongole,Andhra Pradesh
"Sri Mittapalli Institute of Technology for Women, Guntur",Marripalem,Andhra Pradesh
"Sri Ganganagar Engineering College, Sri Ganganagar",Sri Ganganagar,Rajasthan
"Sri Ganesh College of Engineering and Technology, Puducherry",Keel Parikalpattu,Puducherry
"TJ Institute of Technology, Chennai",Chennai,Tamil Nadu
"Smt Rajshree Mulak College of Engineering for Women, Nagpur",Nagpur,Maharashtra
"Surabhi College of Engineering and Technology, Bhopal",Sukhi Sewania,Madhya Pradesh
"Bhagwant Institute of Technology, Ghaziabad",Galand,Uttar Pradesh
"Shyam Institute of Engineering and Technology, Dausa",Lalsot,Rajasthan
"Sawai Madhopur College of Engineering and Technology, Sawai Madhopur",Pachipalya,Rajasthan
"BLM Institute of Technology and Management Sciences, Jhunjhunu",Rajota,Rajasthan
"Shri Krishan Institute of Engineering and Technology, Kurukshetra",Kurukshetra,Haryana
"RN College of Engineering and Management, Rohtak",Rohtak,Haryana
